Group or Channel Name|Chat Type|Chat URL|Number of Members or Subscribers|Description|Scrapped From|Scrapped Date
MELHORES VAZADO DA NET|channel|https://t.me/+fooZHQFC8lZmMDAx|23413|o SEU melhor canal de conteudo vazado e exclusivo do Brasil|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:20.262942
Carne Fresca PT|group|https://t.me/carnefresca2023|5606|You can view and join @carnefresca2023 right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:20.831545
Aline Faria|group|https://t.me/alinefariapriv|6144|You can view and join @alinefariapriv right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:21.420781
Ayarla Souza|group|https://t.me/ayarlasouuza|4060|You can view and join @ayarlasouuza right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:22.019429
MELHORES VAZADO DA NET|channel|https://t.me/+UkEKkMd890E2MDMx|23414|o SEU melhor canal de conteudo vazado e exclusivo do Brasil|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:22.611497
AS MELHORES VAZADAS|group|https://t.me/asmelhoresvzd|1434|You can view and join @asmelhoresvzd right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:23.300525
HIGH PUTARIA FREE|channel|https://t.me/+aQe77TeLzNg1NDIx|1049|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:33.143939
Clube  Oficial|channel|https://t.me/+GSKZd7-a-C41ZGUx|9330|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:34.768980
4K+  TERESINACUCKOLD|group|https://t.me/teresinacuckold|4350|Grupo de Teresina e Regiao DDD86Atencao Proibido Ofender Brigar Mandar C.P Estrangeiros Links Grupos Divulgacao |https://www.grupotelegram.com.br/18/|2023-11-26 00:58:37.081450
(R)(O)(D)I(Z)(I)(O) (D)(A) (P)(U)(T)(A)(R)(I)(A)|group|https://t.me/+GtH8bFymcfhlNjM5|3614|Vive la vida antes de que la muerte te pille.|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:37.687688
XVIDEOS BR|group|https://t.me/xvideoscaseirosx|2738| ASSINE O GRUPO VIP possui mais de 1.000 videos+ de 50 novos videos por dia Videos de casais reais Videos de Corno Cuckold & HotWife Onlyfans PrivacyR$ 25,00 - Mes R$ 50,00 - Vitalicio ( sem mensalidade) @cizxxx|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:38.256274
MELHORES VAZADO DA NET|channel|https://t.me/+8ulHX4w4UNw3Y2Qx|23416|o SEU melhor canal de conteudo vazado e exclusivo do Brasil|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:38.857569
Elite Models - Vazados Premium|group|https://t.me/putaria_elitemodels|7533|As melhores e mais luxuosas modelos voce encontra aqui.Nao trabalhamos com CP!Novinhas; porno; onlyfans; vazados; putaria, adulto; VazadinhosHOT; casadas; privacy; anal; oral; leaks; Europe; Portugal quente; pack; conteudos;|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:39.441189
Premium Free|channel|https://t.me/+UOlJbg9PoYswMjlh|3273|OnlyFansPrivacyPorn|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:40.018973
UNIVERSO HENTAI|group|https://t.me/+JO6ACWm8Udw0NGEx|1533|Esse e um grupo de compartilhamento de conteudo +18, que esta dividido em diversos topicos para melhor visualizacao dos membros deste grupo.Link do grupo: https://t.me/+LCnujlCapJRlZTA5|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:55.550267
Karlyane Menezes|channel|https://t.me/+1vPxYFlrz_k4NjIx|1237|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:56.737470
XCORNOS [PREVIAS]|channel|https://t.me/+iJedbDVJ-Co2ZWNh|1732|MELHOR GRUPO DE CORNO E SUAS PUTINHAS+ de 1.300 esposas infieis com seus corninhos assistindo, no XCORNOS VIP PROMOCAO  Assine agora o VIP VITALICIO de R$ 80 por apenas R$ 20 so HOJE! https://t.me/xcornosbot |https://www.grupotelegram.com.br/18/|2023-11-26 00:58:59.190791
MELHORES VAZADO DA NET|channel|https://t.me/+coW6EZvJBOJhM2Q5|23416|o SEU melhor canal de conteudo vazado e exclusivo do Brasil|https://www.grupotelegram.com.br/18/|2023-11-26 00:58:59.794003
MELHORES VAZADO DA NET|channel|https://t.me/+HbIYi1JHnxFmMTFh|23416|o SEU melhor canal de conteudo vazado e exclusivo do Brasil|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:00.811621
Unlocked Brasil|group|https://t.me/zonahard|9085|You can view and join @zonahard right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:03.440396
Aline Faria|channel|https://t.me/+bcJn0UAX1pQ1Y2Yx|6143|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:04.050533
V.D.B 1533|channel|https://t.me/+BJhXk7FYJRlmOTlh|1953|33|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:14.737635
Andressa Urach|channel|https://t.me/+soGc2L8EsVE2MmMx|2886|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:15.936634
Sexo casual Fortaleza-CE|group|https://t.me/sexocasualfortaleza|1107| Grupo focado no Encontro Casual   Quer entrar no Grupo? Tenha mais chances de entrar colocando Foto Real e Nome.Como posso ser Banido do Grupo!! Conteudo Proibido  Vendas  Inavidir PV de mulher |https://www.grupotelegram.com.br/18/|2023-11-26 00:59:16.519900
Imperio Vazadinhos|channel|https://t.me/+Ivc29WYaFwk1MTUx|4658|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:19.541611
VazadosBrasil 1533|channel|https://t.me/+_ooNhTGEbhtiYTdh|5122|Ta 3 Ta Calmo |https://www.grupotelegram.com.br/18/|2023-11-26 00:59:21.130499
Cibelly Ferreira|channel|https://t.me/+z_ePebvy9rZiMzFh|4682|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:23.684322
Clube da BLUE 5k|group|https://t.me/+aZR_nskDQbtjNGEx|5773|Grupo focado para interacao!Sejam bem-vindos |https://www.grupotelegram.com.br/18/|2023-11-26 00:59:24.237329
Bola Gato|group|https://t.me/BollaGato|4393|You can view and join @BollaGato right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:24.862229
Rabuda do Corno Manso|group|https://t.me/cornoexibeesposinha|1512|Grupo para exibir fotos e videos somente MINHA ESPOSA safada e gostosa! Podem esculachar que o corno gosta!|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:26.377861
Rei Dos Packs|group|https://t.me/reidospack2|1046|You can view and join @reidospack2 right away.|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:36.878980
HENTAI JOGOS (Grupo)|group|https://t.me/+KxrJRLQ_m35mMWY5|5144|Respeia as regras fihttps://t.me/c/1985231527/35194Entrem no canal - t.me/hentaijogos|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:38.565285
Damas Dotadas|group|https://t.me/TransdePauGrande|1531|CANAL EXCLUSIVO PARA TRANS DOTADAS|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:39.169400
Porn Packs|group|https://t.me/pornpacks69|1003|Bem-vindos ao Porn Packs, um grupo de Packs de pornos para todas as preferencias e generos, como: anal, hentai, lesbico, Cosplay, trans, squirt, Creampie, quadrinhos e tambem com packs de famosas como Belle Delphine, Purple Bitch, entre outras.|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:40.971476
SAPEKINHAS|channel|https://t.me/+2rFzgJKfz6s2Mjhh|1291|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:47.651930
SAFADAS, VAZADAS & CIA  3k|group|https://t.me/safadasecia|2912| Vazadas, Putas, Caseiros e Amador@Imperium_autobot|https://www.grupotelegram.com.br/18/|2023-11-26 00:59:48.221419
COROAS FREE|channel|https://t.me/+MU8EEfzZJQU5OTlh|4125|N/A|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:00.845077
PREVIAS - Casal Marcio&KarinPREVIAS|channel|https://t.me/+OmzSPymK3J45OTcx|1366|Casal Ele 51 anos Ela 43-  Vendemos nossos conteudos +18 - Aqui voce vera previas de nossas intimidades fotos e videos|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:01.455913
Buceta Molhadinha|group|https://t.me/Bcetamolhadinha|1499|Perdeu o acesso do grupo VIP envie o comprovante no privado dos administradores que enviaremos novamente. Adm: @Lufyanonimo02Nao tem acesso ao grupo vip ainda? Faca o pix de R$9,90 nessa chave pix Chave PIX:  futeboldosamigosxt@gmail.com |https://www.grupotelegram.com.br/18/|2023-11-26 01:00:04.075473
<< Patricinhas +18 >>|group|https://t.me/Patricinhas18|7489|Perdeu o acesso do grupo VIP envie o comprovante no privado dos administradores que enviaremos novamente. Adm: @Lufyanonimo02Nao tem acesso ao grupo vip ainda? Faca o pix de R$9,90 nessa chave pix Chave PIX:  futeboldosamigosxt@gmail.com |https://www.grupotelegram.com.br/18/|2023-11-26 01:00:05.033943
Videos vazados|group|https://t.me/linkdevideosvazados|5292|You can view and join @linkdevideosvazados right away.|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:08.924803
Onlyfans e Packs Gratis|group|https://t.me/onlyfansepackgratis|3595|You can view and join @onlyfansepackgratis right away.|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:12.252501
Tiktokers|group|https://t.me/vazadostiktokers|3151|You can view and join @vazadostiktokers right away.|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:12.893074
FAMOSAS DO INSTAGRAM|group|https://t.me/famosasdoinstan|1069|You can view and join @famosasdoinstan right away.|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:23.033891
Linksvzs|group|https://t.me/vzsvasados|2784|Videos vazados, onlyfans, live de novinhas |https://www.grupotelegram.com.br/18/|2023-11-26 01:00:25.483825
NOVINHAS BR|group|https://t.me/pollyannamotaetreyce|1928|AS MELHORES NOVINHAS DO BRASIL!!!|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:26.002814
IMPERIO ONLY FANS & CF|group|https://t.me/ImperioOnlyFans|4993|You can view and join @ImperioOnlyFans right away.|https://www.grupotelegram.com.br/18/|2023-11-26 01:00:27.232386
Videos Vazados Dallas|group|https://t.me/videosvazadosbrazil|1894|Videos vazados e muito mais |https://www.grupotelegram.com.br/18/|2023-11-26 01:00:29.627421
Cacadores de Links|group|https://t.me/Packsdoscacadores|1140|Canal do servidor de vazamentos de packs \"Cacadores de Link\"Entra la :) https://discord.gg/kmkgBvj85j|https://www.grupotelegram.com.br/18/|2023-11-26 01:01:06.492961
ONLYFANS VAZADOS|group|https://t.me/ONLYVAZAD0S|4588|Qualquer coisa, so chamar o Administrador:@L1_Privax|https://www.grupotelegram.com.br/18/|2023-11-26 01:01:11.355857
Creampie & Cum Shot Paradise|group|https://t.me/creampieradise|3798|Curte Creampie? Lugar certo ;)|https://www.grupotelegram.com.br/18/|2023-11-26 01:01:23.402474
Esqueminha.com|group|https://t.me/esqueminha_com|1375|Anuncios de Classificados Eroticos no Brasil! Clique no link para ver as novidades: https://esqueminha.com/anuncios-classificados-eroticos|https://www.grupotelegram.com.br/18/|2023-11-26 01:01:25.258962
Caveirao da Putaria|channel|https://t.me/+Lxsn18KrEqgzMzkx|6907|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:01:42.303382
Only 2K23|group|https://t.me/+NChNKVNQL4g1NzUx|10619|CONTEUDOS MAIS 18+Para entrar no grupo plus, com muito mais conteudosexclusivos , por uma taxa de 15 reais , pagamento via pix  Com CF da - Grazi mourao- Mulher melao- Reed- MC Mirella- Nicks VieiraPix : edudu2708@gmail.com|https://gruposputaria.com/telegram/|2023-11-26 01:01:43.142573
Clube  Oficial|channel|https://t.me/+16RaGzifYpw1Zjcx|9331|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:01:52.532929
WZD CF's & OF's|group|https://t.me/+5Q9hWylMtVZiYWRh|3881|GRUPO PRIMEPor apenas 10 reaisConteudos novos todos os dias de:Aline Faria Mc Mirella Nicks Vieira ReedGrazi Mourao Mc BragancaMansao bondeMaru KarvMulher MelaoE mais 300 mulheres!!Pix: thallesgv10@gmail.comComprov. DM|https://gruposputaria.com/telegram/|2023-11-26 01:01:53.778074
EBONY BRASIL|group|https://t.me/xEbonyBrasil|1203|Grupo destinado a venda de conteudo e admiracao de modelos negras e pardasREGRAS:PROIBIDO PROMOVER LINKS/DIVULGACAO DE GRUPO SEM PERMISSAOPROIBIDO ZOOFILIA/CP ( BAN)PROIBIDO PVD DE VENDEDORAS SEM INTENCOES DE COMPRAPROIBIDO NUDE MASCULINO|https://gruposputaria.com/telegram/|2023-11-26 01:01:55.729421
Chat da lina|group|https://t.me/+CKsD6hNLYog0MTdh|1795| Regras: Nao e permitido nenhum tipo de venda sem permissao ou venda de conteudo ilegal Sem brigas, preconceito e discussoes desnecessarias no grupo Pediu PV ou chamou sem permissao, vai de arrasta pra cima|https://gruposputaria.com/telegram/|2023-11-26 01:02:00.923930
((CHAT)) Casais Liberais|group|https://t.me/chatcasaislibris|1009|You can view and join @chatcasaislibris right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:03.201953
RUA DOS CORNOS|group|https://t.me/ruadoscornos|1985|You can view and join @ruadoscornos right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:03.958396
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+aicceKyzbnZiNjRh|16713|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://gruposputaria.com/telegram/|2023-11-26 01:02:04.336337
REAL FANS 2.0|channel|https://t.me/+eqBcSonGK6AxZjQx|3580|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:05.060351
Loucos Por Putaria|group|https://t.me/aries9932|2359|REGRAS DO GRUPO SEM PORNOGRAFIA INFANTIL SEM LINKS DE OUTROS GRUPOS SEM PRECONCEITO PROIBIDO VENDAS PROIBIDO INVADIR O PV DOS ADM RESTO LIBERADO LINK DO TESAO https://t.me/+DdSJBDYNdRM5NTEx|https://gruposputaria.com/telegram/|2023-11-26 01:02:05.782823
OnlyFans Brazil Free|channel|https://t.me/+EpcPvqkbLQU4YTM5|15557|Os melhores conteudos Free OnlyFans,Privacy, CloseFriends Br, lives e lomotif.  ,Temos conteudo VIP por apenas 10R$ acesso vitalicio Pix: onlyfansbrasilvip@gmail.com MANDAR E CHAMAR ADM|https://gruposputaria.com/telegram/|2023-11-26 01:02:10.540172
CRUISING RELATOS|channel|https://t.me/+fpe0z89rBshiYzE5|3484|Poste aqui seu relato de CRUISING com outros homens |https://gruposputaria.com/telegram/|2023-11-26 01:02:11.043312
Vazados das Novinhas|group|https://t.me/Novinhasnanet|22189|You can view and join @Novinhasnanet right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:11.846424
Mulher De Corno|group|https://t.me/esposasdecornosj|1139|You can view and join @esposasdecornosj right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:13.044905
Caiu na City PREVIAS|group|https://t.me/+q9Z_HBIUw-0wOGFh|82426| AVISO Esse grupo nao tem nenhum conteudo -18 ou compactua com isso Tudo +18 |https://gruposputaria.com/telegram/|2023-11-26 01:02:13.393225
Caiu na City PREVIAS|group|https://t.me/+0I0nvydke4FiMmJh|82426| AVISO Esse grupo nao tem nenhum conteudo -18 ou compactua com isso Tudo +18 |https://gruposputaria.com/telegram/|2023-11-26 01:02:14.323616
ONLY CLUB FREE|group|https://t.me/+LyUIHv9ZfIU0ODY5|1814|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:14.682114
OnlyFans Brazil Free|group|https://t.me/OnlyFans_BrazilFree|15557|Os melhores conteudos Free OnlyFans,Privacy, CloseFriends Br, lives e lomotif.  ,Temos conteudo VIP por apenas 10R$ acesso vitalicio Pix: onlyfansbrasilvip@gmail.com MANDAR E CHAMAR ADM|https://gruposputaria.com/telegram/|2023-11-26 01:02:19.278210
SECRET - Nasbinha|channel|https://t.me/+tOHYVStxV6cyYjI5|10777| PROIBIDO MENORES DE IDADE Me veja de uma forma diferente Insta: vitorianasba|https://gruposputaria.com/telegram/|2023-11-26 01:02:19.641982
Vip Vazou Na Net|group|https://t.me/vazounaneet|3485|Vazou na Net OnlyFans, Privacy, Famosas, Amadoras e muito mais.|https://gruposputaria.com/telegram/|2023-11-26 01:02:20.009744
So Packs|channel|https://t.me/+wdm-GEnfKPU0NzYx|9888|LINK DO CANAL :::> https://t.me/+9IMmzJjUqpQ1ZTgx|https://gruposputaria.com/telegram/|2023-11-26 01:02:21.376706
Roolige ONLYFANS & AMADOR|channel|https://t.me/+aFGZpgrWHCVlMTIx|4065|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:21.746843
VAZADInHA BR|channel|https://t.me/+5luusJInUqw1NDQx|7672|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:28.282635
O Rei do Amador|channel|https://t.me/+lvCHXKPyLmc2OGIx|1668|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:30.417159
PACKS DE ATRIZES GRATIS|channel|https://t.me/+NaQkPJ_UhpczMGVh|2821|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:31.485681
NinaH|group|https://t.me/NinaH_Adult|1333|You can view and join @NinaH_Adult right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:37.735800
CaTrans|channel|https://t.me/+QtLPqgsAdPU1MDc5|4638|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:38.798231
ELITE DA PUTARIA+18|group|https://t.me/elitedaputaria18|9091|You can view and join @elitedaputaria18 right away.|https://gruposputaria.com/telegram/|2023-11-26 01:02:39.972843
Novinhas +18|group|https://t.me/+RNnps4f2N9BkNjEx|8290|GRUPO +18 LEIA AS REGRAS GRUPO: SEM CP SEM GORE SEM ZOO SEM LINKS  VENDAS SEM FOTOS DO PAU  PRECONCEITOMARQUE @Admin CASO NECESSARIO.|https://gruposputaria.com/telegram/|2023-11-26 01:02:40.360624
Boazudas Vazadas|channel|https://t.me/+C8DTVz24UKo3NDUx|2385|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:46.780945
Only Das Gostosas|group|https://t.me/+GO6XkJwSfzFhYWI5|4631|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:47.219919
HENTUBE|group|https://t.me/+RoDAWD89zkw4MmMx|5096|O maior e melhor grupo de hentai 100% gratuito!|https://gruposputaria.com/telegram/|2023-11-26 01:02:47.932480
peponopotheshi thepo wepopegashipo|channel|https://t.me/+zQ8rHkjKygk4NmUx|6059|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:02:48.282854
Novinhas [Chat]|group|https://t.me/+bDL_cYdRf6IwMzdh|9412|Grupo pra quem tem prazer em ver prazerTenha acesso a conteudos exclusivosSeja uma modelo verificada nesse grupo,  chame @carolynavivian/ @gisely021|https://gruposputaria.com/telegram/|2023-11-26 01:02:57.063910
PREVIAS ONLYVAZADAS|group|https://t.me/+Q1wtBRIC_eBhMGQx|3106|PREVIAS VIP DE CONTEUDOS +18LEIA As REgRAsGRUPO SOMENTE PARA MAIORES DE 18 ANOS!!PARA NAO SER REMOVIDO SIGA AS SEGUINTES REGRAS! PROIBIDO PED0FILIA PROIBIDO VENDAS PROIBIDO DIVULGACAO DE LINKS PROIBIDO VIOLENCIA SEXUAL, FISICA E ETC...|https://gruposputaria.com/telegram/|2023-11-26 01:02:57.601330
Boazudas Vazadas|channel|https://t.me/+RWH4yYeNILhiODZh|2385|N/A|https://gruposputaria.com/telegram/|2023-11-26 01:03:03.298204
Previas da Sabrina Loppes|channel|https://t.me/+m4WD6f13T6Y4YWEx|1470|Grupo Privado TWITTER: @sabrinaloppesr2* https://onlyfans.com/trans23cmreal* sabrinaloppes.com* https://privacy.com.br/@SabrinaLoppes|https://putariatelegram.com/|2023-11-26 01:06:23.511895
Punheteiros|channel|https://t.me/+s-xA0Ma8oCxmYjhh|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:23.843103
Only Das Gostosas|channel|https://t.me/+nPCsdhuyyAQzZTkx|3318|N/A|https://putariatelegram.com/|2023-11-26 01:06:24.605904
Belas Trans|group|https://t.me/bellastrannss|4625|As Trans mais Gostosas estao no TSWORLD https://tsworld.club/register?ref=Areatranss|https://putariatelegram.com/|2023-11-26 01:06:24.936807
Esposas infieis|group|https://t.me/+UdUC9dHrEyA3YjJh|2993|Respeitem as regras do grupo |https://putariatelegram.com/|2023-11-26 01:06:25.309615
LuxPorn Free|group|https://t.me/+fn5lrR7BGvI2ZDVh|12625|Nao temos CP Soltamos alguns packs gratuitos e videos vazadosLink de convite:https://t.me/+D1yjsqq4jdMyNTJh|https://putariatelegram.com/|2023-11-26 01:06:25.655780
Fenix do Only|channel|https://t.me/+-DetONR7qjcyYjRh|18468|N/A|https://putariatelegram.com/|2023-11-26 01:06:26.315732
Punheteiros|channel|https://t.me/+vUZqun6l2QQxNDIx|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:26.809224
Paraiso das vazadas|channel|https://t.me/+GjcfswI6VC5iNmFh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:06:31.851240
Incestinhos Vazados|group|https://t.me/ilhadosvazados|2494| Cansado de grupos que so prometem? Aqui e diferente, meu safadinho!Entre pro nosso conteudo premium e voce vera um novo paraiso de possibilidades! DUVIDA?Da uma olhada nesses videos, entao!|https://putariatelegram.com/|2023-11-26 01:06:32.618388
Punheteiros|channel|https://t.me/+yj3WIVwyfQA2Yzc5|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:33.067424
RECANTO DE CORNOS|channel|https://t.me/+Q34B7cOKW19lNmJh|1559|N/A|https://putariatelegram.com/|2023-11-26 01:06:33.922778
Conteudos|channel|https://t.me/+VP_XuezP-bFkMDlh|62960|+18, nao venham no meu PV pedir coisas proibidas @oconteudos18|https://putariatelegram.com/|2023-11-26 01:06:34.284178
Only Das Gostosas|group|https://t.me/+DiRjGzWM0882YjUx|4632|N/A|https://putariatelegram.com/|2023-11-26 01:06:34.638880
Only Das Gostosas|channel|https://t.me/+tQ04OLq9el41Njg5|3318|N/A|https://putariatelegram.com/|2023-11-26 01:06:34.999559
Punheteiros|channel|https://t.me/+RRIvxemF-QtjYTQx|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:35.358612
PACKS E ONLYFANS  FREE|group|https://t.me/onlyfanssgratis1|1101|N/A|https://putariatelegram.com/|2023-11-26 01:06:35.718579
AI Generated Hentai|group|https://t.me/+dMDJk-JtAjY2Njcx|2887|N/A|https://putariatelegram.com/|2023-11-26 01:06:41.820196
Gravidinhas|group|https://t.me/hotporn45|8261|Canal +18 de Gravidas |https://putariatelegram.com/|2023-11-26 01:06:42.170946
Recanto dos cornos|group|https://t.me/+iOtTd7oO2tU0Mjkx|3665|Link do grupo:https://t.me/+vHt6GEKkVo5iZTFhhttps://t.me/+vHt6GEKkVo5iZTFh|https://putariatelegram.com/|2023-11-26 01:06:42.680161
VAZADOS DARK FREE|group|https://t.me/Vazadusdark|2858| ATUALIZACAO TODOS OS DIAS  @Linksparceiros_bot|https://putariatelegram.com/|2023-11-26 01:06:43.025301
Only Das Gostosas|group|https://t.me/+OboJBOiWoVU3NDAx|4632|N/A|https://putariatelegram.com/|2023-11-26 01:06:43.858555
Only Das Gostosas|channel|https://t.me/+LQYXAKSfMbViOGUx|3318|N/A|https://putariatelegram.com/|2023-11-26 01:06:44.218256
Hot Thunder|group|https://t.me/Hotthunderof|6791|N/A|https://putariatelegram.com/|2023-11-26 01:06:44.571843
telegram free|group|https://t.me/vitoriafreee|6154|N/A|https://putariatelegram.com/|2023-11-26 01:06:44.919869
Punheteiros|channel|https://t.me/+az_zDaK8CeY5NmUx|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:45.265918
Area Trans - divulgacao|group|https://t.me/areatrans|3081|As Trans mais Gostosas estao no TSWORLD https://tsworld.club/register?ref=Areatranss|https://putariatelegram.com/|2023-11-26 01:06:51.132392
Putaria Brasil|group|https://t.me/Putaria_BRr|13556|N/A|https://putariatelegram.com/|2023-11-26 01:06:51.478811
Only Das Gostosas|group|https://t.me/+2tiTMfsiJIAyNDBh|4632|N/A|https://putariatelegram.com/|2023-11-26 01:06:51.874024
CASA DO PRAZER|group|https://t.me/+nuGgk1k1LTkzMjAx|10368|N/A|https://putariatelegram.com/|2023-11-26 01:06:52.252126
Punheteiros|channel|https://t.me/+KFYxiMLU92wwZTVh|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:52.603705
-MEGADROPZ-ONLYFANS|group|https://t.me/+lv4g_WmUdYE1YTE0|1849|- NEW FOLDERS DAILY -#onlyfans #of #leaks #leaked #mega #pack|https://putariatelegram.com/|2023-11-26 01:06:52.958202
peponopotheshi thepo wepopegashipo|group|https://t.me/vazadosdafavela|6059|N/A|https://putariatelegram.com/|2023-11-26 01:06:53.308552
9K  CABARE JK|group|https://t.me/+CJQ44K64yLI1YTNh|8098| CABARE ABRIU CEDO HOJE APENAS +18 NO GRUPO.Verificacao com @JokerCariocaLeia as regras e respeite todos. Midias protegidas contra salvamento e compartilhamentoGrupo: https://t.me/+CJQ44K64yLI1YTNhCanal: https://t.me/+aY2lPTI9X7JlOWEx|https://putariatelegram.com/|2023-11-26 01:06:54.014658
Punheteiros|channel|https://t.me/+mXsSV4NxjO5hOTU5|5072|N/A|https://putariatelegram.com/|2023-11-26 01:06:59.374169
Vazou Onlyfans|channel|https://t.me/+o0J6AsHDzTcyZTNh|17334|N/A|https://putariatelegram.com/|2023-11-26 01:06:59.737957
Paraiso das vazadas|channel|https://t.me/+C8HAU0oeO2pkNjhh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:00.794042
PRIVACY ONLY  +18|channel|https://t.me/+c9wli5Rm_f41NDhh|1583|N/A|https://putariatelegram.com/|2023-11-26 01:07:01.296250
Punheteiros|channel|https://t.me/+PdSf3zIYhd0yMmIx|5072|N/A|https://putariatelegram.com/|2023-11-26 01:07:01.639588
Punheteiros|channel|https://t.me/+aLK0_dgUbplhZGYx|5072|N/A|https://putariatelegram.com/|2023-11-26 01:07:02.345619
Paraiso das vazadas|channel|https://t.me/+uVICmiryGaY3NWVh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:02.718321
Punheteiros|group|https://t.me/bundastesudas|5072|N/A|https://putariatelegram.com/|2023-11-26 01:07:03.062878
Mothers Want Sex|channel|https://t.me/+KSunosrbx0tmMzJh|1336|welcome guys|https://putariatelegram.com/|2023-11-26 01:07:03.406209
Mafia Packs|channel|https://t.me/+eE6L0BeQLEdiNTUx|3045|N/A|https://putariatelegram.com/|2023-11-26 01:07:04.276112
Only Das Gostosas|channel|https://t.me/+4c2uZuSNWExjMmRh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:07:09.361152
CLUB SECRETO|group|https://t.me/+y2gQqIQCENQ1MTUx|6452|N/A|https://putariatelegram.com/|2023-11-26 01:07:10.046048
Paraiso das vazadas|channel|https://t.me/+Devknq4Q1ZM0MWZh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:10.401343
The Boys|group|https://t.me/tthebooyss|8216|N/A|https://putariatelegram.com/|2023-11-26 01:07:10.749065
VIP's  CAIU nA nET 5.0 2023  ON (+18)|group|https://t.me/+4v2pQemNIuhiOTUx|6815|Seja bem-vindo ao VIPS Caiu Na Net, aqui voce pode adquirir o seu VIP Vitalicio e nao precisa se preocupar com pagamentos mensais! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.|https://putariatelegram.com/|2023-11-26 01:07:11.124219
Paraiso das vazadas|channel|https://t.me/+ICLFzU3KQvszODYx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:11.543803
